#
# This scattering intensity file was created by WAXSiS
#
# The calculated I(q) was interpolated to the experimental q-values
#
# q[A-1]        I(q)              sigma(q)
0.0413845	2.63003E+06	33570.6							
0.0437161	2.59279E+06	32923							
0.0460476	2.55413E+06	32273.5							
0.0483791	2.51373E+06	31621.6							
0.0507106	2.47249E+06	30973							
0.0530422	2.42930E+06	30332							
0.0553737	2.38573E+06	29694.9							
0.0577052	2.34015E+06	29077.9							
0.0600367	2.29453E+06	28461.5							
0.0623683	2.24693E+06	27879.1							
0.0646998	2.19933E+06	27296.6
0.0670313	2.15034E+06	26750.7
0.0693628	2.10114E+06	26210.3
0.0716943	2.05106E+06	25703.5
0.0740259	2.00066E+06	25209.3
0.0763574	1.94979E+06	24742.7
0.0786889	1.89858E+06	24296
0.0810204	1.84720E+06	23869.3
0.083352	1.79558E+06	23468.3
0.0856835	1.74395E+06	23079.5
0.088015	1.69230E+06	22720
0.0903465	1.64070E+06	22365.8
0.0926781	1.58938E+06	22041.9
0.0950096	1.53806E+06	21718.1
0.0973411	1.48741E+06	21422.8
0.0996726	1.43676E+06	21127.5
0.102004	1.38695E+06	20839.4
0.104336	1.33728E+06	20552.5
0.106667	1.28852E+06	20267.2
0.108999	1.24012E+06	19982.4
0.11133	1.19259E+06	19700.9
0.113662	1.14571E+06	19421.8
0.115993	1.09959E+06	19143
0.118325	1.05447E+06	18864.7
0.120656	1.00990E+06	18585.6
0.122988	9.66728E+05	18304.5
0.125319	9.23848E+05	18022.9
0.127651	8.82786E+05	17737.1
0.129982	8.41724E+05	17451.4
0.132314	8.02882E+05	17160.2
0.134645	7.64056E+05	16869
0.136977	7.27209E+05	16573.3
0.139309	6.90716E+05	16276.9
0.14164	6.55910E+05	15977.4
0.143972	6.21812E+05	15676.7
0.146303	5.89076E+05	15374.2
0.148635	5.57413E+05	15070.3
0.150966	5.26760E+05	14765.8
0.153298	4.97533E+05	14460.3
0.155629	4.68960E+05	14154.5
0.157961	4.42153E+05	13848.3
0.160292	4.15644E+05	13542
0.162624	3.91213E+05	13235.8
0.164955	3.66783E+05	12929.6
0.167287	3.44621E+05	12623.6
0.169618	3.22503E+05	12317.7
0.17195	3.02251E+05	12011.7
0.174281	2.82363E+05	11705.7
0.176613	2.63953E+05	11395.3
0.178944	2.46200E+05	11082.9
0.181276	2.29555E+05	10770.9
0.183608	2.13825E+05	10459.4
0.185939	1.98863E+05	10148.3
0.188271	1.85040E+05	9837.58
0.190602	1.71675E+05	9526.85
0.192934	1.59629E+05	9216.01
0.195265	1.47772E+05	8905
0.197597	1.37374E+05	8592.65
0.199928	1.26976E+05	8280.29
0.20226	1.18045E+05	7964.55
0.204591	1.09161E+05	7648.72
0.206923	1.01415E+05	7327.72
0.209254	9.39103E+04	7005.61
0.211586	8.72549E+04	6676.58
0.213917	8.09985E+04	6344.28
0.216249	7.53415E+04	6003.9
0.21858	7.02042E+04	5656.52
0.220912	6.54559E+04	5326.79
0.223243	6.13129E+04	5024.52
0.225575	5.73862E+04	4728.45
0.227906	5.41193E+04	4451.24
0.230238	5.09304E+04	4177.93
